STUFFID,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_program,data_name,language,notes_lang,population,notes_var,aoa,ambiguity,arousal,assoc,category,cloze,complex,concrete,confusion,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imagevar,imagine,intense,meaning,modality,morph,nameagree,orthon,pos,phonon,prime,pronounce,rt,recall,recognition,rime,semantic,sensory,sentcomp,typical,valence,visualcomp,wordcomp,syllables,letters,phonemes,imageagree,similar
213,"Peereman, Lete, & Sprenger-Charolles",2007,"Manulex-infra: Distributional characteristics of grapheme_phoneme mappings, and infralexical and lexical units in child-directed written material",Behavior Research Methods,39,579-589,10.3758/BF03193029,48886,,Words,,,,,1,MANULEX,French,,1st-5th grade students,Consistency,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Perea, Urkia, Davis, Agirre, Laseka, & Carreiras",2006,E-Hitz: A word frequency list and a program for deriving psycholinguistic statistics in an agglutinative language (Basque),Behavior Research Methods,38,610-615,10.3758/BF03193893,5000000,,Words,,,,,1,EuskalHitzak (E-Hitz),Other,Basque,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
215,Pineiro & Manzano,2000,A lexical database for Spanish-speaking children,"Behavior Research Methods, Instruments, & Computers",32,616-628,10.3758/BF03200833,15428,,Words,,,,,0,,Spanish,,Children 1 - 4 years,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,"Pinheiro, Soares, Comesana, Niznikiewicz, & Goncalves",2010,Sentence-final word completion norms for European Portuguese children and adolescents,Behavior Research Methods,42,1022-1029,10.3758/BRM.42.4.1022,73,,Cloze/Sentences,,,,,0,,Portuguese,,Children and Adolescents,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Plant, Webster, & Whitworth",2011,Category norm data and relationships with lexical frequency and typicality within verb semantic categories,Behavior Research Methods,43,424-440,10.3758/s13428-010-0051-y,20,,Categories,,Categories,WordNet: Miller & Felbaum (1991),,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
218,Price & Connolly,2006,BatMon II: Children's category norms for 33 categories,Behavior Research Methods,38,529-531,10.3758/BF03192808,33,,Categories,,,,,0,,English,,Children 3 - 12 years,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Prior, MacWhinney, & Kroll",2007,"Translation norms for English and Spanish: The role of lexical variables, word class, and L2 proficiency in negotiating translation ambiguity",Behavior Research Methods,39,1029-1038,10.3758/BF03193001,670,760,Words,Kucera & Francis (1967),Words,"P_rez, Alameda, & Cuetos (2003)",,0,,Multiple,"English,  Spanish",,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Protopapas & Vlahou,2009,A comparative quantitative analysis of Greek orthographic transparency,Behavior Research Methods,41,991-1008,10.3758/BRM.41.4.991,374075,,Words," HNC: Hatzigeorgiu, Gavrilidou, Piperidis, Carayannis, Papakostopoulou, Spiliotopoulou, Vacalopoulou, Labropoulou, Mantzari, Papageorgiou, & Demiros (2000)",,,,0,,Greek,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Wilson,1988,"MRC Psycholinguistic Database: Machine-usable dictionary, version 2.00","Behavior Research Methods, Instruments, & Computers",20,6-10,10.3758/BF03202594,150837,,Words,,,,,1,MRC Psycholinguistic Database,English,,,"Stress patterns, status ",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
223,Bullinaria & Levy,2007,Extracting semantic representations from word co-occurrence statistics: A computational study,Behavior Research Methods,39,510-526,10.3758/BF03193020,4600000,,Words,BNC: Aston & Burnard (1997),,,,0,,British English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,"Surprenant, Hura, Harper, Jamieson, Long, Thede, Rout, Hsueh, Hockema, Johnson, Srinivasan, White, & Laflen",1999,Familiarity and pronounceability of nouns and names,"Behavior Research Methods, Instruments, & Computers",31,638-649,10.3758/BF03200740,199,199,Names,Purdue University phonebook,Words,Kucera & Francis (1967),Nouns,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Amsel, Urbach, & Kutas",2012,Perceptual and motor attribute ratings for 559 object concepts,Behavior Research Methods,44,1028-1041,10.3758/s13428-012-0215-z,560,47,Words,"McRae, Cree, Seidenberg, & McNorgan (2005)",Words,Vinson & Vigiocco (2008),Nouns,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,"Bennett, Burnett, Siakaluk, & Pexman",2011,Imageability and body-object interaction ratings for 599 multisyllabic nouns,Behavior Research Methods,43,1100-1109,10.3758/s13428-011-0117-5,599,,Words,,,,Multisyllabic nouns,0,,English,,,Body-Object Interaction ratings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,Clark & Paivio,2004,"Extensions of the Paivio, Yuille, and Madigan (1968) norms","Behavior Research Methods, Instruments, & Computers",36,371-383,10.3758/BF03195584,2311,,Words,"Paivio, Yuille, & Madigan (1968)",,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Cortese & Fugett,2004,"Imageability ratings for 3,000 monosyllabic words","Behavior Research Methods, Instruments, & Computers",36,384-387,10.3758/BF03195585,3000,,Words,Toglia & Battig (1978),,,Monosyllabic ,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Gilhooly,1978,Bigram statistics for 205 five-letter words having single-solution anagrams,Behavior Research Methods & Instrumentation,10,389-392,10.3758/BF03205158,205,,Words,,Anagrams,,Five letter words,0,,English,,,Bigram frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Mayzner & Tresselt,1965,Tables of single-letter and digram frequency counts for various word-length and letter-position combinations,Psychonomic Monograph Supplements,1,13-32,,20000,,Words,,,,,0,,English,,,"Single letter, bigram frequency",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"Mayzner, Tresselt, & Wolin",1965,Tables of trigram frequency counts for various word-length and letter-position combinations,Psychonomic Monograph Supplements,1,33-78,,20000,,Words,,,,,0,,English,,,Trigram frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"Mayzner, Tresselt, & Wolin",1965,Tables of tetragram frequency counts for various word-length and letter-position combinations,Psychonomic Monograph Supplements,1,79-142,,20000,,Words,,,,,0,,English,,,Tetragram frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"Mayzner, Tresselt, & Wolin",1965,Tables of pentagram frequency counts for various word-length and letter-position combinations,Psychonomic Monograph Supplements,1,145-185,,20000,,Words,,,,,0,,English,,,Pentagram frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Solso,1979,"Positional frequency and versatility of letters for six-, seven-, and eight-letter English words",Behavior Research Methods & Instrumentation,11,355-358,10.3758/BF03205676,,,Words,Kucera & Francis (1967),,,"6, 7, 8 letter words",0,,English,,,"Letter position frequency, versatility of letters",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Solso, Barbuto, & Juel",1979,Bigram and trigram frequencies and versatilities in the English language,Behavior Research Methods & Instrumentation,11,475-484,10.3758/BF03201360,577,6140,Letters,,Letters,,"Bigrams, Trigrams",0,,English,,,"Bigram, trigram frequency, versatility of letters",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Solso & Juel,1980,Positional frequency and versatility of bigrams for two- through nine-letter English words,Behavior Research Methods & Instrumentation,12,297-343,10.3758/BF03201669,577,,Letters,,,,Bigrams,0,,English,,,"Letter position frequency, versatility of bigrams",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Solso & King,1976,Frequency and versatility of letters in the English language,Behavior Research Methods & Instrumentation,8,283-286,10.3758/BF03201714,,,Words,Kucera & Francis (1967),,,,0,,English,,,"Letter frequency, versatility of letters/letter combinations",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Stadtlander,1997,A compilation of 800 word neighborhoods by frequency,"Behavior Research Methods, Instruments, & Computers",29,636-644,10.3758/BF03210617,800,,Words,,,,"4, 5 lettter words",0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"Topper, Macey, & Solso",1973,Bigram versatility and bigram frequency,Behavior Research Methods,5,51-53,10.3758/BF03200121,,,Letters,Thorndike & Lorge (1944); Underwood & Schulz (1960),,,Bigrams,0,,English,,,Versatility,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Jones & Mewhort,2004,Case-sensitive letter and bigram frequency counts from large-scale English corpora,"Behavior Research Methods, Instruments, & Computers",36,388-396,10.3758/BF03195586,95,8836,Letters,,Letters,,"Single, bigram letters and characters",0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Novic & Sherman,2004,Type-based bigram frequencies for five-letter words,"Behavior Research Methods, Instruments, & Computers",36,397-401,10.3758/BF03195587,26,376,Letters,,Letters,,"Single, Bigram letters",0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Costantini & Blackwood,1968,CCC trigrams of low association value: A re-evaluation,Psychonomic Science,12,67-68,,343,,Letters,,,,CCC trigrams,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Hunt,1977,Meaningfulness (m&#8242;) values for 300 CCCs,Behavior Research Methods & Instrumentation,9,469-470,10.3758/BF03202289,300,,Letters,,,,CCC trigrams,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Ley & Karker,1974,Pronunciability ratings of 319 CVCVC words and paralogs previously assessed for meaningfulness and associative reaction time,Bulletin of the Psychonomic Society,3,421-424,,319,,Letters,,,,CVCVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Ley & Tesiny,1975,"Associative reaction time, meaningfulness, and pronunciability ratings of 382 words and paralogs",Bulletin of the Psychonomic Society,6,645-648,,382,,Letters,,,,CVCVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Lippman & Kintz,1968,Group predictions of item differences of CVC trigrams,Psychonomic Science,12,265-266,,20,,Letters,,,,CVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Noble,1967,Comparative pronounceability ratings (p) of 100 cvcs in two college populations,Psychonomic Science,8,433-434,,100,,Letters,,,,CVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Nodine & Hardt,1969,A measure of pronunciability of CVC trigrams,Behavior Research Methods & Instrumentation,1,210-216,10.3758/BF03208098,2100,,Letters,,,,CVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Scott & Baddeley,1969,Acoustic confusability values for 1172 CCC trigrams,Psychonomic Science,14,189-190,,1172,,Letters,,,,CCC words,0,,English,,,Acoustic confusability,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Shapiro,1964,Meaningfulness values for 52 CVCs for gradeschool-aged children,Psychonomic Science,1,127-128,,52,,Letters,,,,CVC words,0,,English,,Grade school children,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Taylor,1970,An information-theory measurement of CVC trigram meaningfulness,Psychonomic Science,21,101-103,,210,20000,Letters,,Words,,CVC words,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Lachman & Laughery,1965,Letter association and sequence norms,Psychonomic Science,2,103-104,,26,,Letters,,,,,0,,English,,,Approximation to English,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,Rubin,1981,"First-order approximation to English, second-order approximation to English, and orthographic neighbor ratio norms for 925 nouns",Behavior Research Methods & Instrumentation,13,13-721,10.3758/BF03207956,925,,Words,,,,Nouns,0,,English,,,Approximation to English with order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Amster & Keppel,1966,Letter association norms,Psychonomic Monograph Supplements,1,211-238,,26,676,Letters,,Letters,,Bigrams,0,,English,,Children,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Jones,1980,English palindromes: A distributional model,Behavior Research Methods & Instrumentation,12,489-491,10.3758/BF03201821,81,,Words, Chambers Twentieth Century Dictionary,,,Palindromes,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Jones,1980,Heteropalindromes,Behavior Research Methods & Instrumentation,12,393-394,10.3758/BF03201691,145,,Words,,,,Heteropalindromes,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Olson & Kausler,1971,Orthographie distinctiveness of homonyms,Behavior Research Methods & Instrumentation,3,298-299,10.3758/BF03209950,139,,Homo/Heteronyms,,Homo/Heteronyms,,Homonym Pairs,0,,English,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Whalen & Zsiga,1994,Subjective familiarity of English word/name homophones,"Behavior Research Methods, Instruments, & Computers",26,402-408,10.3758/BF03204656,40,,Homo/Heterophones,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"Armstrong, Tokowicz, & Plaut",2012,eDom: Norming software and relative meaning frequencies for 544 English homonyms,Behavior Research Methods,44,1015-1027,10.3758/s13428-012-0199-8,544,,Homo/Heteronyms,,,,,0,,English,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,White & Abrams,2004,Free associations and dominance ratings of homophones for young and older adults,"Behavior Research Methods, Instruments, & Computers",36,408-420,10.3758/BF03195589,197,,Homo/Heterophones,,,,,0,,English,,Younger and older adults,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Ashcraft,1978,Property norms for typical and atypical items from 17 categories: A description and discussion,Memory & Cognition,6,227-232,10.3758/BF03197450,121,17,Words,,Categories,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"Bjorklund, Thompson, & Ornstein",1983,Developmental trends in children's typicality judgments,Behavior Research Methods & Instrumentation,15,350-356,10.3758/BF03203657,12,,Categories,,,,Natural languages,0,,English,,"Kindergarten, third grade, sixth grade, and college students",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,Gruenenfelder,1984,Typicality ratings for 893 exemplars of 93 categories,"Behavior Research Methods, Instruments, & Computers",16,351-354,10.3758/BF03202461,893,93,Words,,Categories,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,Katz,1983,Dominance and typicality norms for properties: Convergent and discriminant validity,Behavior Research Methods & Instrumentation,15,29-38,10.3758/BF03203434,170,459,Words,,Words,,"Nouns, properties",0,,English,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268,Maridaki-Kassotaki,1997,Are rating-based procedures reliable for derivation of typicality judgments from children?,"Behavior Research Methods, Instruments, & Computers",29,376-385,10.3758/BF03200590,4,48,Categories,,Words,,,0,,English,,Young children and adults,Family resemblance scores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,Uyeda & Mandler,1980,Prototypicality norms for 28 semantic categories,Behavior Research Methods & Instrumentation,12,587-595,10.3758/BF03201848,840,28,Words,,Categories,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,Chaffin & Herrmann,1981,Comprehension of semantic relationships and the generality of categorization models,Bulletin of the Psychonomic Society,17,69-72,,40,,Word Pairs,,,,,0,,English,,,"Antonymy, synonymity, subordination, and coordination",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,Hunt & Hodge,1971,Category-item frequency and category-name meaningfulness (m),Psychonomic Monograph Supplements,4,97-121,,84,,Categories,,,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"Loess, Brown, & Campbell",1969,Cultural norms for items in 30 taxonomic categories,Psychonomic Monograph Supplements,3,69-86,,30,,Categories,,,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Posnansky,1978,Category norms for verbal items in 25 categories for children in Grades 2-6,Behavior Research Methods & Instrumentation,10,819-832,10.3758/BF03205407,25,,Categories,,,,,0,,English,,Children grades 2-6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Shapiro & Palermo,1970,Conceptual organization and class membership: Normative data for representatives of 100 categories,Psychonomic Monograph Supplements,3,107-127,,100,,Categories,,,,,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,Morrow & Duffy,2005,The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications,Behavior Research Methods,37,608-625,10.3758/BF03192731,444,444,Words,,Words,,Natural and manmade items,0,,English,,Younger adults (16 - 28 years) and Older adults (62 - 85 years),,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
276,"Conley, Burgess, & Hage",1999,Large-scale databases of proper names,"Behavior Research Methods, Instruments, & Computers",31,215-219,10.3758/BF03207713,10000,5000,Names,U.S. Phone Book,Names,Usenet,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"Zechmeister, King, Gude, & Opera-Nadi",1975,"Ratings of frequency, familiarity, orthographic distinctiveness and pronunciability for 192 surnames",Behavior Research Methods & Instrumentation,7,531íç533,10.3758/BF03201625,192,,Names,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Berrnan, Friedman, Hamberger, & Snodgrass",1989,"Name agreement, familiarity, and visual complexity of line drawings for children and adults","Behavior Research Methods, Instruments, & Computers",21,371-382,10.3758/BF03202800,62,259,Line drawings,Peabody Picture Vocabulary Test-Revised: Dunn & Dunn (2007),Line drawings,Snodgrass & Vanderwart (1980),,0,,English,,Children and adults,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,Snodgrass & Yuditsky,1996,Naming times for the Snodgrass and Vanderwart pictures,"Behavior Research Methods, Instruments, & Computers",28,516-536,10.3758/BF03200540,250,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Yoon, Feinberg, Luo, Hedden, Gutchess, Chen, Mikels, Jiao, & Park",2004,"A cross-culturally standardized set of pictures for younger and older adults: American and Chinese norms for name agreement, concept agreement, and familiarity","Behavior Research Methods, Instruments, & Computers",36,639-649,10.3758/BF03206545,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,English,,Age and culture differences,Concept agreement,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,De Winter & Wagemans,2004,"Contour-based object identification and segmentation: Stimuli, norms and data, and software tools","Behavior Research Methods, Instruments, & Computers",36,604-624,10.3758/BF03206541,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Danks,1972,Associative responses to novel figures,Psychonomic Monograph Supplements,18,319-325,,22,,Line drawings,,,,Novel figures,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Azuma,1996,Familiarity and relatedness of word meanings: Ratings for 110 homographs,"Behavior Research Methods, Instruments, & Computers",28,109-124,10.3758/BF03203645,110,,Homo/Heterographs,,,,,0,,English,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Gawlick-Grendell & Woltz,1994,Meaning dominance norms for 120 homographs,"Behavior Research Methods, Instruments, & Computers",26,5-25,10.3758/BF03204557,120,,Homo/Heterographs,,,,,0,,English,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
